k,attack_type,attack_id,truth_count,precision,recall,f1,jaccard
10,Procedure,S0210,80,0.2,0.025,0.04444444444444445,0.022727272727272728
20,Procedure,S0210,80,0.2,0.05,0.08000000000000002,0.041666666666666664
30,Procedure,S0210,80,0.16666666666666666,0.0625,0.09090909090909091,0.047619047619047616
40,Procedure,S0210,80,0.2,0.1,0.13333333333333333,0.07142857142857142
50,Procedure,S0210,80,0.18,0.1125,0.13846153846153847,0.0743801652892562
100,Procedure,S0210,80,0.14,0.175,0.15555555555555556,0.08433734939759036
150,Procedure,S0210,80,0.14666666666666667,0.275,0.19130434782608696,0.10576923076923077
200,Procedure,S0210,80,0.145,0.3625,0.20714285714285716,0.11553784860557768
10,Procedure,S0661,242,0.5,0.02066115702479339,0.03968253968253968,0.020242914979757085
20,Procedure,S0661,242,0.45,0.0371900826446281,0.06870229007633588,0.03557312252964427
30,Procedure,S0661,242,0.43333333333333335,0.05371900826446281,0.09558823529411765,0.05019305019305019
40,Procedure,S0661,242,0.425,0.07024793388429752,0.12056737588652483,0.06415094339622641
50,Procedure,S0661,242,0.42,0.08677685950413223,0.14383561643835618,0.07749077490774908
100,Procedure,S0661,242,0.4,0.1652892561983471,0.23391812865497075,0.13245033112582782
150,Procedure,S0661,242,0.4066666666666667,0.25206611570247933,0.3112244897959184,0.18429003021148035
200,Procedure,S0661,242,0.405,0.3347107438016529,0.36651583710407243,0.22437673130193905
10,Procedure,S0072,134,0.3,0.022388059701492536,0.041666666666666664,0.02127659574468085
20,Procedure,S0072,134,0.25,0.03731343283582089,0.06493506493506493,0.03355704697986577
30,Procedure,S0072,134,0.23333333333333334,0.05223880597014925,0.08536585365853659,0.044585987261146494
40,Procedure,S0072,134,0.25,0.07462686567164178,0.11494252873563218,0.06097560975609756
50,Procedure,S0072,134,0.28,0.1044776119402985,0.15217391304347827,0.08235294117647059
100,Procedure,S0072,134,0.24,0.1791044776119403,0.20512820512820515,0.11428571428571428
150,Procedure,S0072,134,0.23333333333333334,0.26119402985074625,0.2464788732394366,0.14056224899598393
200,Procedure,S0072,134,0.23,0.34328358208955223,0.2754491017964072,0.1597222222222222
10,Procedure,S0663,251,0.6,0.02390438247011952,0.04597701149425287,0.023529411764705882
20,Procedure,S0663,251,0.65,0.05179282868525897,0.09594095940959411,0.050387596899224806
30,Procedure,S0663,251,0.6333333333333333,0.07569721115537849,0.13523131672597866,0.07251908396946564
40,Procedure,S0663,251,0.65,0.10358565737051793,0.1786941580756014,0.09811320754716982
50,Procedure,S0663,251,0.58,0.11553784860557768,0.1926910299003322,0.10661764705882353
100,Procedure,S0663,251,0.52,0.20717131474103587,0.2962962962962963,0.17391304347826086
150,Procedure,S0663,251,0.5,0.29880478087649404,0.3740648379052369,0.23006134969325154
200,Procedure,S0663,251,0.5,0.398406374501992,0.44345898004434586,0.2849002849002849
10,Technique,T1036.007,3,0.0,0.0,0.0,0.0
20,Technique,T1036.007,3,0.05,0.3333333333333333,0.08695652173913045,0.045454545454545456
30,Technique,T1036.007,3,0.03333333333333333,0.3333333333333333,0.0606060606060606,0.03125
40,Technique,T1036.007,3,0.05,0.6666666666666666,0.09302325581395349,0.04878048780487805
50,Technique,T1036.007,3,0.04,0.6666666666666666,0.07547169811320754,0.0392156862745098
100,Technique,T1036.007,3,0.02,0.6666666666666666,0.038834951456310676,0.019801980198019802
150,Technique,T1036.007,3,0.013333333333333334,0.6666666666666666,0.026143790849673203,0.013245033112582781
200,Technique,T1036.007,3,0.01,0.6666666666666666,0.019704433497536946,0.009950248756218905
10,Technique,T1036,95,0.1,0.010526315789473684,0.019047619047619046,0.009615384615384616
20,Technique,T1036,95,0.05,0.010526315789473684,0.017391304347826087,0.008771929824561403
30,Technique,T1036,95,0.06666666666666667,0.021052631578947368,0.032,0.016260162601626018
40,Technique,T1036,95,0.1,0.042105263157894736,0.05925925925925926,0.030534351145038167
50,Technique,T1036,95,0.12,0.06315789473684211,0.08275862068965517,0.04316546762589928
100,Technique,T1036,95,0.13,0.1368421052631579,0.13333333333333336,0.07142857142857142
150,Technique,T1036,95,0.18666666666666668,0.29473684210526313,0.22857142857142854,0.12903225806451613
200,Technique,T1036,95,0.18,0.37894736842105264,0.24406779661016947,0.138996138996139
10,Procedure,S0185,30,0.0,0.0,0.0,0.0
20,Procedure,S0185,30,0.0,0.0,0.0,0.0
30,Procedure,S0185,30,0.0,0.0,0.0,0.0
40,Procedure,S0185,30,0.0,0.0,0.0,0.0
50,Procedure,S0185,30,0.02,0.03333333333333333,0.025,0.012658227848101266
100,Procedure,S0185,30,0.04,0.13333333333333333,0.061538461538461535,0.031746031746031744
150,Procedure,S0185,30,0.02666666666666667,0.13333333333333333,0.044444444444444446,0.022727272727272728
200,Procedure,S0185,30,0.03,0.2,0.05217391304347826,0.026785714285714284
10,Procedure,G0094,337,0.6,0.017804154302670624,0.0345821325648415,0.017595307917888565
20,Procedure,G0094,337,0.6,0.03560830860534125,0.06722689075630252,0.034782608695652174
30,Procedure,G0094,337,0.6666666666666666,0.05934718100890208,0.108991825613079,0.05763688760806916
40,Procedure,G0094,337,0.675,0.08011869436201781,0.14323607427055704,0.07714285714285714
50,Procedure,G0094,337,0.64,0.09495548961424333,0.16537467700258396,0.09014084507042254
100,Procedure,G0094,337,0.69,0.20474777448071216,0.3157894736842105,0.1875
150,Procedure,G0094,337,0.6533333333333333,0.29080118694362017,0.40246406570841886,0.2519280205655527
200,Procedure,G0094,337,0.645,0.3827893175074184,0.48044692737430167,0.3161764705882353
10,Procedure,S0248,161,0.7,0.043478260869565216,0.08187134502923976,0.042682926829268296
20,Procedure,S0248,161,0.45,0.055900621118012424,0.09944751381215469,0.05232558139534884
30,Procedure,S0248,161,0.4666666666666667,0.08695652173913043,0.14659685863874342,0.07909604519774012
40,Procedure,S0248,161,0.425,0.10559006211180125,0.16915422885572137,0.09239130434782608
50,Procedure,S0248,161,0.36,0.11180124223602485,0.17061611374407584,0.09326424870466321
100,Procedure,S0248,161,0.34,0.2111801242236025,0.260536398467433,0.14977973568281938
150,Procedure,S0248,161,0.32666666666666666,0.30434782608695654,0.31511254019292606,0.18702290076335878
200,Procedure,S0248,161,0.3,0.37267080745341613,0.33240997229916897,0.19933554817275748
10,CAPEC,21,39,0.2,0.05128205128205128,0.0816326530612245,0.0425531914893617
20,CAPEC,21,39,0.2,0.10256410256410256,0.13559322033898302,0.07272727272727272
30,CAPEC,21,39,0.2,0.15384615384615385,0.17391304347826086,0.09523809523809523
40,CAPEC,21,39,0.225,0.23076923076923078,0.22784810126582278,0.12857142857142856
50,CAPEC,21,39,0.2,0.2564102564102564,0.2247191011235955,0.12658227848101267
100,CAPEC,21,39,0.16,0.41025641025641024,0.23021582733812948,0.13008130081300814
150,CAPEC,21,39,0.12666666666666668,0.48717948717948717,0.20105820105820107,0.11176470588235295
200,CAPEC,21,39,0.115,0.5897435897435898,0.19246861924686193,0.10648148148148148
10,Technique,T1567.004,0,0.0,0.0,0.0,0.0
20,Technique,T1567.004,0,0.0,0.0,0.0,0.0
30,Technique,T1567.004,0,0.0,0.0,0.0,0.0
40,Technique,T1567.004,0,0.0,0.0,0.0,0.0
50,Technique,T1567.004,0,0.0,0.0,0.0,0.0
100,Technique,T1567.004,0,0.0,0.0,0.0,0.0
150,Technique,T1567.004,0,0.0,0.0,0.0,0.0
200,Technique,T1567.004,0,0.0,0.0,0.0,0.0
10,Procedure,S0001,0,0.0,0.0,0.0,0.0
20,Procedure,S0001,0,0.0,0.0,0.0,0.0
30,Procedure,S0001,0,0.0,0.0,0.0,0.0
40,Procedure,S0001,0,0.0,0.0,0.0,0.0
50,Procedure,S0001,0,0.0,0.0,0.0,0.0
100,Procedure,S0001,0,0.0,0.0,0.0,0.0
150,Procedure,S0001,0,0.0,0.0,0.0,0.0
200,Procedure,S0001,0,0.0,0.0,0.0,0.0
10,CAPEC,443,0,0.0,0.0,0.0,0.0
20,CAPEC,443,0,0.0,0.0,0.0,0.0
30,CAPEC,443,0,0.0,0.0,0.0,0.0
40,CAPEC,443,0,0.0,0.0,0.0,0.0
50,CAPEC,443,0,0.0,0.0,0.0,0.0
100,CAPEC,443,0,0.0,0.0,0.0,0.0
150,CAPEC,443,0,0.0,0.0,0.0,0.0
200,CAPEC,443,0,0.0,0.0,0.0,0.0
10,Technique,T1588.005,0,0.0,0.0,0.0,0.0
20,Technique,T1588.005,0,0.0,0.0,0.0,0.0
30,Technique,T1588.005,0,0.0,0.0,0.0,0.0
40,Technique,T1588.005,0,0.0,0.0,0.0,0.0
50,Technique,T1588.005,0,0.0,0.0,0.0,0.0
100,Technique,T1588.005,0,0.0,0.0,0.0,0.0
150,Technique,T1588.005,0,0.0,0.0,0.0,0.0
200,Technique,T1588.005,0,0.0,0.0,0.0,0.0
10,Technique,T1611,0,0.0,0.0,0.0,0.0
20,Technique,T1611,0,0.0,0.0,0.0,0.0
30,Technique,T1611,0,0.0,0.0,0.0,0.0
40,Technique,T1611,0,0.0,0.0,0.0,0.0
50,Technique,T1611,0,0.0,0.0,0.0,0.0
100,Technique,T1611,0,0.0,0.0,0.0,0.0
150,Technique,T1611,0,0.0,0.0,0.0,0.0
200,Technique,T1611,0,0.0,0.0,0.0,0.0
10,CAPEC,482,0,0.0,0.0,0.0,0.0
20,CAPEC,482,0,0.0,0.0,0.0,0.0
30,CAPEC,482,0,0.0,0.0,0.0,0.0
40,CAPEC,482,0,0.0,0.0,0.0,0.0
50,CAPEC,482,0,0.0,0.0,0.0,0.0
100,CAPEC,482,0,0.0,0.0,0.0,0.0
150,CAPEC,482,0,0.0,0.0,0.0,0.0
200,CAPEC,482,0,0.0,0.0,0.0,0.0
10,Technique,T1555.002,0,0.0,0.0,0.0,0.0
20,Technique,T1555.002,0,0.0,0.0,0.0,0.0
30,Technique,T1555.002,0,0.0,0.0,0.0,0.0
40,Technique,T1555.002,0,0.0,0.0,0.0,0.0
50,Technique,T1555.002,0,0.0,0.0,0.0,0.0
100,Technique,T1555.002,0,0.0,0.0,0.0,0.0
150,Technique,T1555.002,0,0.0,0.0,0.0,0.0
200,Technique,T1555.002,0,0.0,0.0,0.0,0.0
10,Procedure,S0195,0,0.0,0.0,0.0,0.0
20,Procedure,S0195,0,0.0,0.0,0.0,0.0
30,Procedure,S0195,0,0.0,0.0,0.0,0.0
40,Procedure,S0195,0,0.0,0.0,0.0,0.0
50,Procedure,S0195,0,0.0,0.0,0.0,0.0
100,Procedure,S0195,0,0.0,0.0,0.0,0.0
150,Procedure,S0195,0,0.0,0.0,0.0,0.0
200,Procedure,S0195,0,0.0,0.0,0.0,0.0
10,Procedure,S0026,0,0.0,0.0,0.0,0.0
20,Procedure,S0026,0,0.0,0.0,0.0,0.0
30,Procedure,S0026,0,0.0,0.0,0.0,0.0
40,Procedure,S0026,0,0.0,0.0,0.0,0.0
50,Procedure,S0026,0,0.0,0.0,0.0,0.0
100,Procedure,S0026,0,0.0,0.0,0.0,0.0
150,Procedure,S0026,0,0.0,0.0,0.0,0.0
200,Procedure,S0026,0,0.0,0.0,0.0,0.0
10,Procedure,S0005,0,0.0,0.0,0.0,0.0
20,Procedure,S0005,0,0.0,0.0,0.0,0.0
30,Procedure,S0005,0,0.0,0.0,0.0,0.0
40,Procedure,S0005,0,0.0,0.0,0.0,0.0
50,Procedure,S0005,0,0.0,0.0,0.0,0.0
100,Procedure,S0005,0,0.0,0.0,0.0,0.0
150,Procedure,S0005,0,0.0,0.0,0.0,0.0
200,Procedure,S0005,0,0.0,0.0,0.0,0.0
10,Procedure,S0191,0,0.0,0.0,0.0,0.0
20,Procedure,S0191,0,0.0,0.0,0.0,0.0
30,Procedure,S0191,0,0.0,0.0,0.0,0.0
40,Procedure,S0191,0,0.0,0.0,0.0,0.0
50,Procedure,S0191,0,0.0,0.0,0.0,0.0
100,Procedure,S0191,0,0.0,0.0,0.0,0.0
150,Procedure,S0191,0,0.0,0.0,0.0,0.0
200,Procedure,S0191,0,0.0,0.0,0.0,0.0
10,CAPEC,148,0,0.0,0.0,0.0,0.0
20,CAPEC,148,0,0.0,0.0,0.0,0.0
30,CAPEC,148,0,0.0,0.0,0.0,0.0
40,CAPEC,148,0,0.0,0.0,0.0,0.0
50,CAPEC,148,0,0.0,0.0,0.0,0.0
100,CAPEC,148,0,0.0,0.0,0.0,0.0
150,CAPEC,148,0,0.0,0.0,0.0,0.0
200,CAPEC,148,0,0.0,0.0,0.0,0.0
10,Procedure,S0114,0,0.0,0.0,0.0,0.0
20,Procedure,S0114,0,0.0,0.0,0.0,0.0
30,Procedure,S0114,0,0.0,0.0,0.0,0.0
40,Procedure,S0114,0,0.0,0.0,0.0,0.0
50,Procedure,S0114,0,0.0,0.0,0.0,0.0
100,Procedure,S0114,0,0.0,0.0,0.0,0.0
150,Procedure,S0114,0,0.0,0.0,0.0,0.0
200,Procedure,S0114,0,0.0,0.0,0.0,0.0
10,Technique,T1592.001,0,0.0,0.0,0.0,0.0
20,Technique,T1592.001,0,0.0,0.0,0.0,0.0
30,Technique,T1592.001,0,0.0,0.0,0.0,0.0
40,Technique,T1592.001,0,0.0,0.0,0.0,0.0
50,Technique,T1592.001,0,0.0,0.0,0.0,0.0
100,Technique,T1592.001,0,0.0,0.0,0.0,0.0
150,Technique,T1592.001,0,0.0,0.0,0.0,0.0
200,Technique,T1592.001,0,0.0,0.0,0.0,0.0
10,CAPEC,671,0,0.0,0.0,0.0,0.0
20,CAPEC,671,0,0.0,0.0,0.0,0.0
30,CAPEC,671,0,0.0,0.0,0.0,0.0
40,CAPEC,671,0,0.0,0.0,0.0,0.0
50,CAPEC,671,0,0.0,0.0,0.0,0.0
100,CAPEC,671,0,0.0,0.0,0.0,0.0
150,CAPEC,671,0,0.0,0.0,0.0,0.0
200,CAPEC,671,0,0.0,0.0,0.0,0.0
10,Technique,T1578.002,0,0.0,0.0,0.0,0.0
20,Technique,T1578.002,0,0.0,0.0,0.0,0.0
30,Technique,T1578.002,0,0.0,0.0,0.0,0.0
40,Technique,T1578.002,0,0.0,0.0,0.0,0.0
50,Technique,T1578.002,0,0.0,0.0,0.0,0.0
100,Technique,T1578.002,0,0.0,0.0,0.0,0.0
150,Technique,T1578.002,0,0.0,0.0,0.0,0.0
200,Technique,T1578.002,0,0.0,0.0,0.0,0.0
10,Procedure,S0159,0,0.0,0.0,0.0,0.0
20,Procedure,S0159,0,0.0,0.0,0.0,0.0
30,Procedure,S0159,0,0.0,0.0,0.0,0.0
40,Procedure,S0159,0,0.0,0.0,0.0,0.0
50,Procedure,S0159,0,0.0,0.0,0.0,0.0
100,Procedure,S0159,0,0.0,0.0,0.0,0.0
150,Procedure,S0159,0,0.0,0.0,0.0,0.0
200,Procedure,S0159,0,0.0,0.0,0.0,0.0
10,Procedure,S0110,0,0.0,0.0,0.0,0.0
20,Procedure,S0110,0,0.0,0.0,0.0,0.0
30,Procedure,S0110,0,0.0,0.0,0.0,0.0
40,Procedure,S0110,0,0.0,0.0,0.0,0.0
50,Procedure,S0110,0,0.0,0.0,0.0,0.0
100,Procedure,S0110,0,0.0,0.0,0.0,0.0
150,Procedure,S0110,0,0.0,0.0,0.0,0.0
200,Procedure,S0110,0,0.0,0.0,0.0,0.0
10,Procedure,S0071,0,0.0,0.0,0.0,0.0
20,Procedure,S0071,0,0.0,0.0,0.0,0.0
30,Procedure,S0071,0,0.0,0.0,0.0,0.0
40,Procedure,S0071,0,0.0,0.0,0.0,0.0
50,Procedure,S0071,0,0.0,0.0,0.0,0.0
100,Procedure,S0071,0,0.0,0.0,0.0,0.0
150,Procedure,S0071,0,0.0,0.0,0.0,0.0
200,Procedure,S0071,0,0.0,0.0,0.0,0.0
10,Procedure,C0010,0,0.0,0.0,0.0,0.0
20,Procedure,C0010,0,0.0,0.0,0.0,0.0
30,Procedure,C0010,0,0.0,0.0,0.0,0.0
40,Procedure,C0010,0,0.0,0.0,0.0,0.0
50,Procedure,C0010,0,0.0,0.0,0.0,0.0
100,Procedure,C0010,0,0.0,0.0,0.0,0.0
150,Procedure,C0010,0,0.0,0.0,0.0,0.0
200,Procedure,C0010,0,0.0,0.0,0.0,0.0
10,Technique,T1068,0,0.0,0.0,0.0,0.0
20,Technique,T1068,0,0.0,0.0,0.0,0.0
30,Technique,T1068,0,0.0,0.0,0.0,0.0
40,Technique,T1068,0,0.0,0.0,0.0,0.0
50,Technique,T1068,0,0.0,0.0,0.0,0.0
100,Technique,T1068,0,0.0,0.0,0.0,0.0
150,Technique,T1068,0,0.0,0.0,0.0,0.0
200,Technique,T1068,0,0.0,0.0,0.0,0.0
10,Technique,T1490,0,0.0,0.0,0.0,0.0
20,Technique,T1490,0,0.0,0.0,0.0,0.0
30,Technique,T1490,0,0.0,0.0,0.0,0.0
40,Technique,T1490,0,0.0,0.0,0.0,0.0
50,Technique,T1490,0,0.0,0.0,0.0,0.0
100,Technique,T1490,0,0.0,0.0,0.0,0.0
150,Technique,T1490,0,0.0,0.0,0.0,0.0
200,Technique,T1490,0,0.0,0.0,0.0,0.0
10,Procedure,S0033,0,0.0,0.0,0.0,0.0
20,Procedure,S0033,0,0.0,0.0,0.0,0.0
30,Procedure,S0033,0,0.0,0.0,0.0,0.0
40,Procedure,S0033,0,0.0,0.0,0.0,0.0
50,Procedure,S0033,0,0.0,0.0,0.0,0.0
100,Procedure,S0033,0,0.0,0.0,0.0,0.0
150,Procedure,S0033,0,0.0,0.0,0.0,0.0
200,Procedure,S0033,0,0.0,0.0,0.0,0.0
10,Procedure,S0685,0,0.0,0.0,0.0,0.0
20,Procedure,S0685,0,0.0,0.0,0.0,0.0
30,Procedure,S0685,0,0.0,0.0,0.0,0.0
40,Procedure,S0685,0,0.0,0.0,0.0,0.0
50,Procedure,S0685,0,0.0,0.0,0.0,0.0
100,Procedure,S0685,0,0.0,0.0,0.0,0.0
150,Procedure,S0685,0,0.0,0.0,0.0,0.0
200,Procedure,S0685,0,0.0,0.0,0.0,0.0
10,Technique,T1583.003,0,0.0,0.0,0.0,0.0
20,Technique,T1583.003,0,0.0,0.0,0.0,0.0
30,Technique,T1583.003,0,0.0,0.0,0.0,0.0
40,Technique,T1583.003,0,0.0,0.0,0.0,0.0
50,Technique,T1583.003,0,0.0,0.0,0.0,0.0
100,Technique,T1583.003,0,0.0,0.0,0.0,0.0
150,Technique,T1583.003,0,0.0,0.0,0.0,0.0
200,Technique,T1583.003,0,0.0,0.0,0.0,0.0
10,Procedure,S0519,0,0.0,0.0,0.0,0.0
20,Procedure,S0519,0,0.0,0.0,0.0,0.0
30,Procedure,S0519,0,0.0,0.0,0.0,0.0
40,Procedure,S0519,0,0.0,0.0,0.0,0.0
50,Procedure,S0519,0,0.0,0.0,0.0,0.0
100,Procedure,S0519,0,0.0,0.0,0.0,0.0
150,Procedure,S0519,0,0.0,0.0,0.0,0.0
200,Procedure,S0519,0,0.0,0.0,0.0,0.0
10,Technique,T1480.001,0,0.0,0.0,0.0,0.0
20,Technique,T1480.001,0,0.0,0.0,0.0,0.0
30,Technique,T1480.001,0,0.0,0.0,0.0,0.0
40,Technique,T1480.001,0,0.0,0.0,0.0,0.0
50,Technique,T1480.001,0,0.0,0.0,0.0,0.0
100,Technique,T1480.001,0,0.0,0.0,0.0,0.0
150,Technique,T1480.001,0,0.0,0.0,0.0,0.0
200,Technique,T1480.001,0,0.0,0.0,0.0,0.0
10,Technique,T1652,0,0.0,0.0,0.0,0.0
20,Technique,T1652,0,0.0,0.0,0.0,0.0
30,Technique,T1652,0,0.0,0.0,0.0,0.0
40,Technique,T1652,0,0.0,0.0,0.0,0.0
50,Technique,T1652,0,0.0,0.0,0.0,0.0
100,Technique,T1652,0,0.0,0.0,0.0,0.0
150,Technique,T1652,0,0.0,0.0,0.0,0.0
200,Technique,T1652,0,0.0,0.0,0.0,0.0
10,Technique,T1052,0,0.0,0.0,0.0,0.0
20,Technique,T1052,0,0.0,0.0,0.0,0.0
30,Technique,T1052,0,0.0,0.0,0.0,0.0
40,Technique,T1052,0,0.0,0.0,0.0,0.0
50,Technique,T1052,0,0.0,0.0,0.0,0.0
100,Technique,T1052,0,0.0,0.0,0.0,0.0
150,Technique,T1052,0,0.0,0.0,0.0,0.0
200,Technique,T1052,0,0.0,0.0,0.0,0.0
10,CAPEC,130,0,0.0,0.0,0.0,0.0
20,CAPEC,130,0,0.0,0.0,0.0,0.0
30,CAPEC,130,0,0.0,0.0,0.0,0.0
40,CAPEC,130,0,0.0,0.0,0.0,0.0
50,CAPEC,130,0,0.0,0.0,0.0,0.0
100,CAPEC,130,0,0.0,0.0,0.0,0.0
150,CAPEC,130,0,0.0,0.0,0.0,0.0
200,CAPEC,130,0,0.0,0.0,0.0,0.0
10,Procedure,S0389,0,0.0,0.0,0.0,0.0
20,Procedure,S0389,0,0.0,0.0,0.0,0.0
30,Procedure,S0389,0,0.0,0.0,0.0,0.0
40,Procedure,S0389,0,0.0,0.0,0.0,0.0
50,Procedure,S0389,0,0.0,0.0,0.0,0.0
100,Procedure,S0389,0,0.0,0.0,0.0,0.0
150,Procedure,S0389,0,0.0,0.0,0.0,0.0
200,Procedure,S0389,0,0.0,0.0,0.0,0.0
10,Procedure,S0206,0,0.0,0.0,0.0,0.0
20,Procedure,S0206,0,0.0,0.0,0.0,0.0
30,Procedure,S0206,0,0.0,0.0,0.0,0.0
40,Procedure,S0206,0,0.0,0.0,0.0,0.0
50,Procedure,S0206,0,0.0,0.0,0.0,0.0
100,Procedure,S0206,0,0.0,0.0,0.0,0.0
150,Procedure,S0206,0,0.0,0.0,0.0,0.0
200,Procedure,S0206,0,0.0,0.0,0.0,0.0
10,Technique,T1218.012,0,0.0,0.0,0.0,0.0
20,Technique,T1218.012,0,0.0,0.0,0.0,0.0
30,Technique,T1218.012,0,0.0,0.0,0.0,0.0
40,Technique,T1218.012,0,0.0,0.0,0.0,0.0
50,Technique,T1218.012,0,0.0,0.0,0.0,0.0
100,Technique,T1218.012,0,0.0,0.0,0.0,0.0
150,Technique,T1218.012,0,0.0,0.0,0.0,0.0
200,Technique,T1218.012,0,0.0,0.0,0.0,0.0
10,Technique,T1136.002,0,0.0,0.0,0.0,0.0
20,Technique,T1136.002,0,0.0,0.0,0.0,0.0
30,Technique,T1136.002,0,0.0,0.0,0.0,0.0
40,Technique,T1136.002,0,0.0,0.0,0.0,0.0
50,Technique,T1136.002,0,0.0,0.0,0.0,0.0
100,Technique,T1136.002,0,0.0,0.0,0.0,0.0
150,Technique,T1136.002,0,0.0,0.0,0.0,0.0
200,Technique,T1136.002,0,0.0,0.0,0.0,0.0
10,Technique,T1036.002,0,0.0,0.0,0.0,0.0
20,Technique,T1036.002,0,0.0,0.0,0.0,0.0
30,Technique,T1036.002,0,0.0,0.0,0.0,0.0
40,Technique,T1036.002,0,0.0,0.0,0.0,0.0
50,Technique,T1036.002,0,0.0,0.0,0.0,0.0
100,Technique,T1036.002,0,0.0,0.0,0.0,0.0
150,Technique,T1036.002,0,0.0,0.0,0.0,0.0
200,Technique,T1036.002,0,0.0,0.0,0.0,0.0
10,Technique,T1003.005,0,0.0,0.0,0.0,0.0
20,Technique,T1003.005,0,0.0,0.0,0.0,0.0
30,Technique,T1003.005,0,0.0,0.0,0.0,0.0
40,Technique,T1003.005,0,0.0,0.0,0.0,0.0
50,Technique,T1003.005,0,0.0,0.0,0.0,0.0
100,Technique,T1003.005,0,0.0,0.0,0.0,0.0
150,Technique,T1003.005,0,0.0,0.0,0.0,0.0
200,Technique,T1003.005,0,0.0,0.0,0.0,0.0
10,CAPEC,407,0,0.0,0.0,0.0,0.0
20,CAPEC,407,0,0.0,0.0,0.0,0.0
30,CAPEC,407,0,0.0,0.0,0.0,0.0
40,CAPEC,407,0,0.0,0.0,0.0,0.0
50,CAPEC,407,0,0.0,0.0,0.0,0.0
100,CAPEC,407,0,0.0,0.0,0.0,0.0
150,CAPEC,407,0,0.0,0.0,0.0,0.0
200,CAPEC,407,0,0.0,0.0,0.0,0.0
10,Procedure,G0083,0,0.0,0.0,0.0,0.0
20,Procedure,G0083,0,0.0,0.0,0.0,0.0
30,Procedure,G0083,0,0.0,0.0,0.0,0.0
40,Procedure,G0083,0,0.0,0.0,0.0,0.0
50,Procedure,G0083,0,0.0,0.0,0.0,0.0
100,Procedure,G0083,0,0.0,0.0,0.0,0.0
150,Procedure,G0083,0,0.0,0.0,0.0,0.0
200,Procedure,G0083,0,0.0,0.0,0.0,0.0
10,CAPEC,480,0,0.0,0.0,0.0,0.0
20,CAPEC,480,0,0.0,0.0,0.0,0.0
30,CAPEC,480,0,0.0,0.0,0.0,0.0
40,CAPEC,480,0,0.0,0.0,0.0,0.0
50,CAPEC,480,0,0.0,0.0,0.0,0.0
100,CAPEC,480,0,0.0,0.0,0.0,0.0
150,CAPEC,480,0,0.0,0.0,0.0,0.0
200,CAPEC,480,0,0.0,0.0,0.0,0.0
10,CAPEC,675,0,0.0,0.0,0.0,0.0
20,CAPEC,675,0,0.0,0.0,0.0,0.0
30,CAPEC,675,0,0.0,0.0,0.0,0.0
40,CAPEC,675,0,0.0,0.0,0.0,0.0
50,CAPEC,675,0,0.0,0.0,0.0,0.0
100,CAPEC,675,0,0.0,0.0,0.0,0.0
150,CAPEC,675,0,0.0,0.0,0.0,0.0
200,CAPEC,675,0,0.0,0.0,0.0,0.0
10,CAPEC,558,0,0.0,0.0,0.0,0.0
20,CAPEC,558,0,0.0,0.0,0.0,0.0
30,CAPEC,558,0,0.0,0.0,0.0,0.0
40,CAPEC,558,0,0.0,0.0,0.0,0.0
50,CAPEC,558,0,0.0,0.0,0.0,0.0
100,CAPEC,558,0,0.0,0.0,0.0,0.0
150,CAPEC,558,0,0.0,0.0,0.0,0.0
200,CAPEC,558,0,0.0,0.0,0.0,0.0
10,Procedure,G0003,0,0.0,0.0,0.0,0.0
20,Procedure,G0003,0,0.0,0.0,0.0,0.0
30,Procedure,G0003,0,0.0,0.0,0.0,0.0
40,Procedure,G0003,0,0.0,0.0,0.0,0.0
50,Procedure,G0003,0,0.0,0.0,0.0,0.0
100,Procedure,G0003,0,0.0,0.0,0.0,0.0
150,Procedure,G0003,0,0.0,0.0,0.0,0.0
200,Procedure,G0003,0,0.0,0.0,0.0,0.0
10,Technique,T1127,0,0.0,0.0,0.0,0.0
20,Technique,T1127,0,0.0,0.0,0.0,0.0
30,Technique,T1127,0,0.0,0.0,0.0,0.0
40,Technique,T1127,0,0.0,0.0,0.0,0.0
50,Technique,T1127,0,0.0,0.0,0.0,0.0
100,Technique,T1127,0,0.0,0.0,0.0,0.0
150,Technique,T1127,0,0.0,0.0,0.0,0.0
200,Technique,T1127,0,0.0,0.0,0.0,0.0
10,Technique,T1531,0,0.0,0.0,0.0,0.0
20,Technique,T1531,0,0.0,0.0,0.0,0.0
30,Technique,T1531,0,0.0,0.0,0.0,0.0
40,Technique,T1531,0,0.0,0.0,0.0,0.0
50,Technique,T1531,0,0.0,0.0,0.0,0.0
100,Technique,T1531,0,0.0,0.0,0.0,0.0
150,Technique,T1531,0,0.0,0.0,0.0,0.0
200,Technique,T1531,0,0.0,0.0,0.0,0.0
10,CAPEC,678,0,0.0,0.0,0.0,0.0
20,CAPEC,678,0,0.0,0.0,0.0,0.0
30,CAPEC,678,0,0.0,0.0,0.0,0.0
40,CAPEC,678,0,0.0,0.0,0.0,0.0
50,CAPEC,678,0,0.0,0.0,0.0,0.0
100,CAPEC,678,0,0.0,0.0,0.0,0.0
150,CAPEC,678,0,0.0,0.0,0.0,0.0
200,CAPEC,678,0,0.0,0.0,0.0,0.0
10,Procedure,S0508,0,0.0,0.0,0.0,0.0
20,Procedure,S0508,0,0.0,0.0,0.0,0.0
30,Procedure,S0508,0,0.0,0.0,0.0,0.0
40,Procedure,S0508,0,0.0,0.0,0.0,0.0
